timestep,reward
1,6.967137809187279
2,6.8671378091872795
3,6.76713780918728
4,6.66713780918728
5,6.5671378091872805
6,6.467137809187281
7,6.367137809187281
8,6.267137809187282
9,6.167137809187282
10,6.067137809187282
11,5.967137809187283
12,5.867137809187283
13,5.767137809187283
14,5.667137809187284
15,5.567137809187284
16,9.000706713780923
17,8.900706713780924
18,8.800706713780924
19,8.700706713780924
20,8.600706713780925
21,8.500706713780925
22,8.400706713780925
23,8.300706713780926
24,8.200706713780926
25,8.100706713780927
26,8.000706713780927
27,7.900706713780927
28,11.334275618374567
29,11.234275618374568
30,11.134275618374568
31,11.034275618374568
32,10.934275618374569
33,10.83427561837457
34,10.73427561837457
35,14.16784452296821
36,14.06784452296821
37,13.96784452296821
38,13.86784452296821
39,13.767844522968211
40,13.667844522968212
41,17.101413427561848
42,17.001413427561847
43,16.901413427561845
44,16.801413427561844
45,16.701413427561842
46,20.13498233215548
47,20.03498233215548
48,19.934982332155478
49,19.834982332155477
50,19.734982332155475
51,23.168551236749114
52,23.068551236749112
53,22.96855123674911
54,22.86855123674911
55,26.302120141342748
56,26.202120141342746
57,26.102120141342745
58,29.535689045936383
59,29.435689045936382
60,29.33568904593638
61,29.23568904593638
62,32.66925795053002
63,32.569257950530016
64,32.469257950530015
65,35.90282685512365
66,35.80282685512365
67,35.70282685512365
68,35.602826855123645
69,39.03639575971728
70,38.93639575971728
71,38.83639575971728
72,42.26996466431091
73,42.16996466431091
74,42.06996466431091
75,45.503533568904544
76,45.40353356890454
77,45.30353356890454
78,45.20353356890454
79,48.637102473498175
80,48.53710247349817
81,48.43710247349817
82,51.87067137809181
83,51.770671378091805
84,51.670671378091804
85,55.10424028268544
86,55.00424028268544
87,54.904240282685436
88,54.804240282685434
89,58.23780918727907
90,58.13780918727907
91,58.037809187279066
92,61.4713780918727
93,61.3713780918727
94,61.2713780918727
95,64.70494699646635
96,64.60494699646635
97,64.50494699646636
98,64.40494699646636
99,67.83851590106
100,67.73851590106001
101,67.63851590106002
102,71.07208480565366
103,70.97208480565367
104,70.87208480565367
105,70.77208480565368
106,74.20565371024732
107,74.10565371024732
108,74.00565371024733
109,77.43922261484097
110,77.33922261484098
111,77.23922261484098
112,77.13922261484099
113,80.57279151943463
114,80.47279151943464
115,80.37279151943464
116,80.27279151943465
117,83.70636042402829
118,83.6063604240283
119,83.5063604240283
120,86.93992932862194
121,86.83992932862195
122,86.73992932862195
123,86.63992932862196
124,90.0734982332156
125,89.97349823321561
126,89.87349823321561
127,93.30706713780926
128,93.20706713780926
129,93.10706713780927
130,93.00706713780927
131,96.44063604240291
132,96.34063604240292
133,96.24063604240293
134,96.14063604240293
135,99.57420494699657
136,99.47420494699658
137,99.37420494699658
138,102.80777385159023
139,102.70777385159023
140,102.60777385159024
141,102.50777385159024
142,105.94134275618389
143,105.84134275618389
144,105.7413427561839
145,109.17491166077754
146,109.07491166077754
147,108.97491166077755
148,108.87491166077756
149,112.3084805653712
150,112.2084805653712
151,112.10848056537121
152,115.54204946996485
153,115.44204946996486
154,115.34204946996486
155,115.24204946996487
156,118.67561837455851
157,118.57561837455852
158,118.47561837455852
159,121.90918727915216
160,121.80918727915217
161,121.70918727915218
162,125.14275618374582
163,125.04275618374582
164,124.94275618374583
165,128.37632508833948
166,128.2763250883395
167,131.70989399293313
168,131.60989399293314
169,135.04346289752678
170,134.94346289752679
171,138.37703180212043
172,138.27703180212043
173,141.71060070671408
174,141.61060070671408
175,145.04416961130772
176,144.94416961130773
177,144.84416961130773
178,148.27773851590138
179,148.17773851590138
180,148.0777385159014
181,147.9777385159014
182,151.41130742049504
183,151.31130742049504
184,151.21130742049505
185,151.11130742049505
186,154.5448763250887
187,154.4448763250887
188,154.3448763250887
189,154.2448763250887
190,157.67844522968235
191,157.57844522968236
192,157.47844522968236
193,157.37844522968237
194,160.812014134276
195,160.71201413427602
196,160.61201413427602
197,164.04558303886967
198,163.94558303886967
199,163.84558303886968
200,163.74558303886968
201,167.17915194346332
202,167.07915194346333
203,166.97915194346334
204,166.87915194346334
205,170.31272084805698
206,170.212720848057
207,170.112720848057
208,170.012720848057
209,173.44628975265064
210,173.34628975265065
211,173.24628975265065
212,173.14628975265066
213,176.5798586572443
214,176.4798586572443
215,176.3798586572443
216,176.27985865724432
217,179.71342756183796
218,179.61342756183797
219,179.51342756183797
220,179.41342756183798
221,182.84699646643162
222,182.74699646643163
223,182.64699646643163
224,182.54699646643164
225,185.98056537102528
226,185.88056537102528
227,185.7805653710253
228,185.6805653710253
229,189.11413427561894
230,189.01413427561894
231,188.91413427561895
232,188.81413427561895
233,192.2477031802126
234,192.1477031802126
235,192.0477031802126
236,191.9477031802126
237,195.38127208480626
238,195.28127208480626
239,195.18127208480627
240,195.08127208480627
241,198.51484098939991
242,198.41484098939992
243,198.31484098939993
244,198.21484098939993
245,201.64840989399357
246,201.54840989399358
247,201.44840989399358
248,201.3484098939936
249,204.78197879858723
250,204.68197879858724
251,204.58197879858724
252,204.48197879858725
253,207.9155477031809
254,207.8155477031809
255,207.7155477031809
256,207.6155477031809
257,211.04911660777455
258,210.94911660777456
259,210.84911660777456
260,210.74911660777457
261,214.1826855123682
262,214.08268551236822
263,213.98268551236822
264,217.41625441696186
265,217.31625441696187
266,217.21625441696187
267,217.11625441696188
268,220.54982332155552
269,220.44982332155553
270,220.34982332155553
271,220.24982332155554
272,223.68339222614918
273,223.5833922261492
274,223.4833922261492
275,223.3833922261492
276,226.81696113074284
277,226.71696113074285
278,226.61696113074285
279,226.51696113074286
280,229.9505300353365
281,229.8505300353365
282,229.7505300353365
283,229.65053003533652
284,233.08409893993016
285,232.98409893993016
286,232.88409893993017
287,232.78409893993017
288,236.21766784452382
289,236.11766784452382
290,236.01766784452383
291,235.91766784452383
292,239.35123674911748
293,239.25123674911748
294,239.1512367491175
295,239.0512367491175
296,242.48480565371113
297,242.38480565371114
298,242.28480565371115
299,242.18480565371115
300,245.6183745583048
301,245.5183745583048
302,245.4183745583048
303,245.3183745583048
304,248.75194346289845
305,248.65194346289846
306,248.55194346289846
307,251.9855123674921
308,251.8855123674921
309,251.78551236749212
310,251.68551236749212
311,255.11908127208577
312,255.01908127208577
313,254.91908127208578
314,254.81908127208578
315,258.2526501766794
316,258.1526501766794
317,258.0526501766794
318,257.95265017667936
319,261.386219081273
320,261.286219081273
321,261.18621908127295
322,261.08621908127293
323,264.51978798586657
324,264.41978798586655
325,264.3197879858665
326,264.2197879858665
327,267.65335689046015
328,267.5533568904601
329,267.4533568904601
330,267.3533568904601
331,270.7869257950537
332,270.6869257950537
333,270.5869257950537
334,270.48692579505365
335,273.9204946996473
336,273.82049469964727
337,273.72049469964725
338,273.6204946996472
339,277.05406360424087
340,276.95406360424084
341,276.8540636042408
342,276.7540636042408
343,280.18763250883444
344,280.0876325088344
345,279.9876325088344
346,279.8876325088344
347,283.321201413428
348,283.221201413428
349,283.12120141342797
350,283.02120141342795
351,286.4547703180216
352,286.35477031802156
353,286.25477031802154
354,289.6883392226152
355,289.58833922261516
356,289.48833922261514
357,289.3883392226151
358,292.82190812720876
359,292.72190812720874
360,292.6219081272087
361,292.5219081272087
362,295.95547703180233
363,295.8554770318023
364,295.7554770318023
365,295.65547703180226
366,299.0890459363959
367,298.9890459363959
368,298.88904593639586
369,298.78904593639584
370,302.2226148409895
371,302.12261484098946
372,302.02261484098943
373,301.9226148409894
374,305.35618374558305
375,305.25618374558303
376,305.156183745583
377,305.056183745583
378,308.4897526501766
379,308.3897526501766
380,308.2897526501766
381,308.18975265017656
382,311.6233215547702
383,311.5233215547702
384,311.42332155477015
385,311.32332155477013
386,314.7568904593638
387,314.65689045936375
388,314.55689045936373
389,314.4568904593637
390,317.89045936395735
391,317.7904593639573
392,317.6904593639573
393,321.12402826855094
394,321.0240282685509
395,320.9240282685509
396,320.8240282685509
397,324.2575971731445
398,324.1575971731445
399,324.0575971731445
400,323.95759717314445
401,327.3911660777381
402,327.29116607773807
403,327.19116607773805
404,327.091166077738
405,330.52473498233167
406,330.42473498233164
407,330.3247349823316
408,330.2247349823316
409,333.65830388692524
410,333.5583038869252
411,333.4583038869252
412,333.35830388692517
413,336.7918727915188
414,336.6918727915188
415,336.59187279151877
416,340.0254416961124
417,339.9254416961124
418,339.82544169611236
419,343.259010600706
420,343.159010600706
421,346.5925795052996
422,346.4925795052996
423,346.3925795052996
424,346.29257950529956
425,349.7261484098932
426,349.6261484098932
427,349.52614840989315
428,349.42614840989313
429,352.8597173144868
430,352.75971731448675
431,352.6597173144867
432,352.5597173144867
433,355.99328621908035
434,355.8932862190803
435,355.7932862190803
436,355.6932862190803
437,359.1268551236739
438,359.0268551236739
439,358.9268551236739
440,358.82685512367385
441,362.2604240282675
442,362.16042402826747
443,362.06042402826745
444,361.9604240282674
445,365.39399293286107
446,365.29399293286104
447,365.193992932861
448,365.093992932861
449,368.52756183745464
450,368.4275618374546
451,368.3275618374546
452,368.2275618374546
453,371.6611307420482
454,371.5611307420482
455,371.46113074204817
456,371.36113074204815
457,374.7946996466418
458,374.69469964664177
459,374.59469964664174
460,374.4946996466417
461,377.92826855123536
462,377.82826855123534
463,377.7282685512353
464,377.6282685512353
465,381.06183745582894
466,380.9618374558289
467,380.8618374558289
468,384.29540636042253
469,384.1954063604225
470,384.0954063604225
471,383.99540636042246
472,387.4289752650161
473,387.3289752650161
474,387.22897526501606
475,390.6625441696097
476,390.5625441696097
477,390.46254416960966
478,393.8961130742033
479,393.7961130742033
480,393.69611307420325
481,397.1296819787969
482,397.0296819787969
483,396.92968197879685
484,400.3632508833905
485,400.26325088339047
486,400.16325088339045
487,403.5968197879841
488,403.49681978798407
489,406.9303886925777
490,406.8303886925777
491,406.73038869257766
492,410.1639575971713
493,410.0639575971713
494,409.96395759717126
495,413.3975265017649
496,413.2975265017649
497,416.7310954063585
498,416.6310954063585
499,420.06466431095214
500,419.9646643109521
501,419.8646643109521
502,423.29823321554574
503,423.1982332155457
504,426.63180212013935
505,426.53180212013933
506,429.965371024733
507,429.86537102473295
508,433.2989399293266
509,433.19893992932657
510,436.6325088339202
511,436.5325088339202
512,439.96607773851383
513,439.8660777385138
514,443.29964664310745
515,443.1996466431074
516,446.63321554770107
517,446.53321554770105
518,446.433215547701
519,446.333215547701
520,449.76678445229464
521,449.6667844522946
522,449.5667844522946
523,449.4667844522946
524,449.36678445229455
525,449.26678445229453
526,449.1667844522945
527,449.0667844522945
528,448.96678445229446
529,448.86678445229444
530,448.7667844522944
531,448.6667844522944
532,448.56678445229437
533,448.46678445229435
534,448.3667844522943
535,448.2667844522943
536,448.1667844522943
537,448.06678445229426
538,447.96678445229423
539,447.8667844522942
540,447.7667844522942
541,447.66678445229417
542,447.56678445229414
543,447.4667844522941
544,447.3667844522941
545,447.2667844522941
546,447.16678445229405
547,447.06678445229403
548,446.966784452294
549,446.866784452294
550,446.76678445229396
551,446.66678445229394
552,446.5667844522939
553,446.4667844522939
554,446.36678445229387
555,446.26678445229385
556,446.1667844522938
557,446.0667844522938
558,445.9667844522938
559,445.86678445229376
560,445.76678445229373
561,445.6667844522937
562,445.5667844522937
563,445.46678445229367
564,445.36678445229364
565,445.2667844522936
566,445.1667844522936
567,445.0667844522936
568,444.96678445229355
569,444.86678445229353
570,444.7667844522935
571,444.6667844522935
572,444.56678445229346
573,444.46678445229344
574,444.3667844522934
575,444.2667844522934
576,444.16678445229337
577,444.06678445229335
578,443.9667844522933
579,443.8667844522933
580,443.7667844522933
581,443.66678445229326
582,443.56678445229323
583,443.4667844522932
584,443.3667844522932
585,443.26678445229317
586,443.16678445229314
587,443.0667844522931
588,442.9667844522931
589,442.8667844522931
590,442.76678445229305
591,442.66678445229303
592,442.566784452293
593,442.466784452293
594,442.36678445229296
595,442.26678445229294
596,442.1667844522929
597,442.0667844522929
598,441.96678445229287
599,441.86678445229285
600,441.7667844522928
601,441.6667844522928
602,441.5667844522928
603,441.46678445229276
604,441.36678445229273
605,441.2667844522927
606,441.1667844522927
607,441.06678445229267
608,440.96678445229264
609,440.8667844522926
610,440.7667844522926
611,440.6667844522926
612,440.56678445229255
613,440.46678445229253
614,440.3667844522925
615,440.2667844522925
616,440.16678445229246
617,440.06678445229244
618,439.9667844522924
619,439.8667844522924
620,439.76678445229237
621,439.66678445229235
622,439.5667844522923
623,439.4667844522923
624,439.3667844522923
625,439.26678445229226
626,439.16678445229223
627,439.0667844522922
628,438.9667844522922
629,438.86678445229217
630,438.76678445229214
631,438.6667844522921
632,438.5667844522921
633,438.4667844522921
634,438.36678445229205
635,438.26678445229203
636,438.166784452292
637,438.066784452292
638,437.96678445229196
639,437.86678445229194
640,437.7667844522919
641,437.6667844522919
642,437.56678445229187
643,437.46678445229185
644,437.3667844522918
645,437.2667844522918
646,437.1667844522918
647,437.06678445229176
648,436.96678445229173
649,436.8667844522917
650,436.7667844522917
651,436.66678445229167
652,436.56678445229164
653,436.4667844522916
654,436.3667844522916
655,436.2667844522916
656,436.16678445229155
657,436.06678445229153
658,435.9667844522915
659,435.8667844522915
660,435.76678445229146
661,435.66678445229144
662,435.5667844522914
663,435.4667844522914
664,435.36678445229137
665,435.26678445229135
666,435.1667844522913
667,435.0667844522913
668,434.9667844522913
669,434.86678445229126
670,434.76678445229123
671,434.6667844522912
672,434.5667844522912
673,434.46678445229117
674,434.36678445229114
675,434.2667844522911
676,434.1667844522911
677,434.0667844522911
678,433.96678445229105
679,433.86678445229103
680,433.766784452291
681,433.666784452291
682,433.56678445229096
683,433.46678445229094
684,433.3667844522909
685,433.2667844522909
686,433.16678445229087
687,433.06678445229085
688,432.9667844522908
689,432.8667844522908
690,432.7667844522908
691,432.66678445229076
692,432.56678445229073
693,432.4667844522907
694,432.3667844522907
695,432.26678445229066
696,432.16678445229064
697,432.0667844522906
698,431.9667844522906
699,431.8667844522906
700,431.76678445229055
701,431.6667844522905
702,431.5667844522905
703,431.4667844522905
704,431.36678445229046
705,431.26678445229044
706,431.1667844522904
707,431.0667844522904
708,430.96678445229037
709,430.86678445229035
710,430.7667844522903
711,430.6667844522903
712,430.5667844522903
713,430.46678445229026
714,430.36678445229023
715,430.2667844522902
716,430.1667844522902
717,430.06678445229016
718,429.96678445229014
719,429.8667844522901
720,429.7667844522901
721,429.6667844522901
722,429.56678445229005
723,429.46678445229
724,429.36678445229
725,429.26678445229
726,429.16678445228996
727,429.06678445228994
728,428.9667844522899
729,428.8667844522899
730,428.76678445228987
731,428.66678445228985
732,428.5667844522898
733,428.4667844522898
734,428.3667844522898
735,428.26678445228976
736,428.16678445228973
737,428.0667844522897
738,427.9667844522897
739,427.86678445228966
740,427.76678445228964
741,427.6667844522896
742,427.5667844522896
743,427.4667844522896
744,427.36678445228955
745,427.2667844522895
746,427.1667844522895
747,427.0667844522895
748,426.96678445228946
749,426.86678445228944
750,426.7667844522894
751,426.6667844522894
752,426.56678445228937
753,426.46678445228935
754,426.3667844522893
755,426.2667844522893
756,426.1667844522893
757,426.06678445228926
758,425.96678445228923
759,425.8667844522892
760,425.7667844522892
761,425.66678445228916
762,425.56678445228914
763,425.4667844522891
764,425.3667844522891
765,425.2667844522891
766,425.16678445228905
767,425.066784452289
768,424.966784452289
769,424.866784452289
770,424.76678445228896
771,424.66678445228894
772,424.5667844522889
773,424.4667844522889
774,424.36678445228887
775,424.26678445228885
776,424.1667844522888
777,424.0667844522888
778,423.9667844522888
779,423.86678445228875
780,423.76678445228873
781,423.6667844522887
782,423.5667844522887
783,423.46678445228866
784,423.36678445228864
785,423.2667844522886
786,423.1667844522886
787,423.0667844522886
788,422.96678445228855
789,422.8667844522885
790,422.7667844522885
791,422.6667844522885
792,422.56678445228846
793,422.46678445228844
794,422.3667844522884
795,422.2667844522884
796,422.16678445228837
797,422.06678445228835
798,421.9667844522883
799,421.8667844522883
800,421.7667844522883
801,421.66678445228825
802,421.56678445228823
803,421.4667844522882
804,421.3667844522882
805,421.26678445228816
806,421.16678445228814
807,421.0667844522881
808,420.9667844522881
809,420.8667844522881
810,420.76678445228805
811,420.666784452288
812,420.566784452288
813,420.466784452288
814,420.36678445228796
815,420.26678445228794
816,420.1667844522879
817,420.0667844522879
818,419.96678445228787
819,419.86678445228785
820,419.7667844522878
821,419.6667844522878
822,419.5667844522878
823,419.46678445228775
824,419.36678445228773
825,419.2667844522877
826,419.1667844522877
827,419.06678445228766
828,418.96678445228764
829,418.8667844522876
830,418.7667844522876
831,418.6667844522876
832,418.56678445228755
833,418.4667844522875
834,418.3667844522875
835,418.2667844522875
836,418.16678445228746
837,418.06678445228744
838,417.9667844522874
839,417.8667844522874
840,417.76678445228737
841,417.66678445228735
842,417.5667844522873
843,417.4667844522873
844,417.3667844522873
845,417.26678445228725
846,417.16678445228723
847,417.0667844522872
848,416.9667844522872
849,416.86678445228716
850,416.76678445228714
851,416.6667844522871
852,416.5667844522871
853,416.4667844522871
854,416.36678445228705
855,416.266784452287
856,416.166784452287
857,416.066784452287
858,415.96678445228696
859,415.86678445228694
860,415.7667844522869
861,415.6667844522869
862,415.56678445228687
863,415.46678445228684
864,415.3667844522868
865,415.2667844522868
866,415.1667844522868
867,415.06678445228675
868,414.96678445228673
869,414.8667844522867
870,414.7667844522867
871,414.66678445228666
872,414.56678445228664
873,414.4667844522866
874,414.3667844522866
875,414.2667844522866
876,414.16678445228655
877,414.0667844522865
878,413.9667844522865
879,413.8667844522865
880,413.76678445228646
881,413.66678445228644
882,413.5667844522864
883,413.4667844522864
884,413.36678445228637
885,413.26678445228634
886,413.1667844522863
887,413.0667844522863
888,412.9667844522863
889,412.86678445228625
890,412.76678445228623
891,412.6667844522862
892,412.5667844522862
893,412.46678445228616
894,412.36678445228614
895,412.2667844522861
896,412.1667844522861
897,412.0667844522861
898,411.96678445228605
899,411.866784452286
900,411.766784452286
901,411.666784452286
902,411.56678445228596
903,411.46678445228594
904,411.3667844522859
905,411.2667844522859
906,411.16678445228587
907,411.06678445228584
908,410.9667844522858
909,410.8667844522858
910,410.7667844522858
911,410.66678445228575
912,410.56678445228573
913,410.4667844522857
914,410.3667844522857
915,410.26678445228566
916,410.16678445228564
917,410.0667844522856
918,409.9667844522856
919,409.8667844522856
920,409.76678445228555
921,409.6667844522855
922,409.5667844522855
923,409.4667844522855
924,409.36678445228546
925,409.26678445228544
926,409.1667844522854
927,409.0667844522854
928,408.96678445228537
929,408.86678445228534
930,408.7667844522853
931,408.6667844522853
932,408.5667844522853
933,408.46678445228525
934,408.36678445228523
935,408.2667844522852
936,408.1667844522852
937,408.06678445228516
938,407.96678445228514
939,407.8667844522851
940,407.7667844522851
941,407.66678445228507
942,407.56678445228505
943,407.466784452285
944,407.366784452285
945,407.266784452285
946,407.16678445228496
947,407.06678445228494
948,406.9667844522849
949,406.8667844522849
950,406.76678445228487
951,406.66678445228484
952,406.5667844522848
953,406.4667844522848
954,406.3667844522848
955,406.26678445228475
956,406.16678445228473
957,406.0667844522847
958,405.9667844522847
959,405.86678445228466
960,405.76678445228464
961,405.6667844522846
962,405.5667844522846
963,405.46678445228457
964,405.36678445228455
965,405.2667844522845
966,405.1667844522845
967,405.0667844522845
968,404.96678445228446
969,404.86678445228443
970,404.7667844522844
971,404.6667844522844
